problem_ordinal,example_idx,steps,our,weak,strong,our_power,weak_power,strong_power,speedup_vs_weak,speedup_vs_strong,power_vs_weak,power_vs_strong
82,82,5,2197.577763542041,1863.8061067015135,1595.9824892927734,896.9371002815553,1209.5579168956824,1119.73441696167,0.8481183863534565,0.7262461951382233,1.3485426308221535,1.248397927357645
83,83,7,8344.269259777899,9795.409508220728,6322.841826132531,4366.410609763661,6121.293740972258,4506.513690114021,1.173908607604239,0.7577466197801996,1.401905200414393,1.032086556412509
84,84,12,16276.133011226044,18686.201030579272,12868.551027357636,8763.772778589857,11694.417706131293,9756.295034945011,1.148073748088133,0.7906393378870696,1.3344044855545643,1.1132528514180462
85,85,1,660.7849727111573,926.5904555755371,660.7849727111573,385.78696489334106,588.0564750997046,566.998678445816,1.4022571545079143,1.0,1.5243036406434447,1.4697196381494506
86,86,13,3101.5892179834714,3128.5648441853273,2380.366269987329,1364.0210165400947,2030.302802349878,1717.9046750169487,1.0086973561958004,0.7674666445787258,1.4884688562202943,1.2594414999370735
87,87,18,4655.3123391445315,5831.86697379851,3689.038523508765,2376.241909441092,3738.6181825265217,2928.2523063893273,1.2527337692813505,0.7924363081912286,1.573332314219586,1.2323039564090812
88,88,5,9847.977971566259,10482.734411910376,7445.431910207617,5067.173721334217,6605.445010074694,5725.126399517059,1.0644555097682822,0.7560366129681206,1.3035757945822788,1.129846086668132
89,89,8,4724.498240180994,5397.723052481542,3626.222195481897,2311.1017189763766,3440.4282532238694,2826.193028330803,1.1424965738318822,0.767535939508145,1.4886528900803593,1.222876953067461
90,90,7,33574.35386428107,35721.753255574506,26532.3447614912,17026.32470709728,22076.965986552917,16900.811572571598,1.0639595150505041,0.7902563030324855,1.296637199533163,0.9926282896229882
91,91,15,25950.17496389116,25552.74486555132,19025.486420373094,13411.75411346506,16062.708187643677,13460.063995174143,0.984684877890309,0.7331544564476521,1.1976590125162767,1.003602055428423
92,92,8,3665.4231890707274,4742.601821253588,3029.1732721302246,2012.7310937269501,2991.077393511136,2459.3480353355408,1.2938756527199118,0.8264184286175678,1.4860789912936625,1.2218959815350174
93,93,10,4823.46035071117,5083.172509737403,3362.6542143004517,2288.6751758231662,3248.6851628741674,2652.987142920494,1.053843535582902,0.6971456112010256,1.4194610039870403,1.159180285147409
94,94,13,3888.3730123686523,4629.794423997754,3125.966551928589,1965.6008059391575,2967.0719533161996,2430.5441404210874,1.190676514128323,0.8039266145467784,1.509498746821353,1.2365400609712212
95,95,12,9058.552278723095,11442.297583284058,7171.903736429114,4959.308088807676,7256.880837037652,5959.057371916581,1.2631485949647772,0.7917273661128635,1.4632849395695362,1.2015904769790713
96,96,89,33380.64003005001,38863.644305231224,29503.42204992495,17565.32484387625,25046.063394285236,20691.398072749304,1.1642570145523061,0.883848303189073,1.4258810250820368,1.1779684268101018
97,97,9,3118.452271894287,3250.1552915947514,2554.3772822736328,1371.5047159952965,2101.4493915020435,1843.850302100764,1.0422334569258813,0.8191170040649652,1.5322217758303722,1.3443995347567492
98,98,9,15649.831290591184,16056.60009492273,14572.358507800049,8055.467703430662,10394.083972490791,10818.929871442944,1.0259918970868458,0.9311511566620579,1.2903141512272662,1.3430542173032831
